pitchid,date,time,pa_number,pa_pitch_number,pitcher,pitcherid,throws,field_team,batter,batterid,batside,bat_team,pitcher_set,inning,inning_half,outs,balls,strikes,pitch_type_tagged,pitch_type_auto,pitch_call,k_or_bb,hit_type,play_result,outs_on_play,runs_scored,notes,rel_speed,vert_rel_angle,horz_rel_angle,spin_rate,spin_axis,tilt,rel_height,rel_side,extension,vert_break,induced_vert_break,horz_break,plate_loc_z,plate_loc_x,zone_speed,vert_appr_angle,horz_appr_angle,zone_time,exit_speed,angle,direction,hit_spin_rate,pos_at_100_x,pos_at_100_y,pos_at_100_z,distance,last_tracked_distance,bearing,hang_time,pfx_x,pfx_z,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,home_team,away_team,stadium,levelid,leagueid,trackman_gameid,pitch_uid,effective_velo,max_height,measured_duration,speed_drop,pitch_last_measured_x,pitch_last_measured_y,pitch_last_measured_z,contact_position_x,contact_position_y,contact_position_z
370,2019-09-24,05:45:56,2,4,"Clarke, Taylor",664199,Right,"Arizona Diamondbacks","Goldschmidt, Paul",502671,Right,"St. Louis Cardinals",,13,Top,1,3,0,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,94.4832,-1.80991,-2.19217,2368.74,195.687,NULL,6.1984,1.35456,6.70604,-14.0423,16.0883,4.52533,3.3719,-0.273299,86.7079,-4.47935,-1.33002,0.395071,84.0863,-41.2548,-59.1016,NULL,NULL,NULL,NULL,4.87726,NULL,-38.442,0.0401764,-3.09863,9.41419,-1.21116,50,6.07276,5.13415,-137.594,-4.76331,-5.9616,29.5033,-14.0616,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,4e04d4c6-8f56-410d-afc7-e4d38940072a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
582,2019-09-24,08:25:43,2,5,"Brebbia, John",605154,Right,"St. Louis Cardinals","Ahmed, Nick",605113,Right,"Arizona Diamondbacks",,19,Bottom,0,1,2,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,93.3634,-1.38284,-3.02353,2443.41,209.822,NULL,5.96478,1.7273,6.50232,-13.3629,17.9707,10.3162,3.58014,-0.190328,84.9791,-3.9259,-1.0594,0.402881,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-6.56498,10.3159,-1.5207,50,5.86224,6.86215,-135.801,-3.68537,-12.216,30.7294,-12.9785,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,4ed36d2b-75f1-47cf-b27e-cdf0d6f576b9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
580,2019-09-24,08:24:36,2,3,"Brebbia, John",605154,Right,"St. Louis Cardinals","Ahmed, Nick",605113,Right,"Arizona Diamondbacks",,19,Bottom,0,0,2,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,84.2807,-3.11652,-2.51608,2738.39,141.321,NULL,5.89271,1.92458,6.60238,-30.0024,7.77184,-6.24692,0.532302,-0.902117,78.7796,-8.7192,-3.69581,0.442354,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.84507,5.03226,-1.75064,50,5.66745,5.55773,-122.641,-7.49384,4.39304,21.1128,-24.4038,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,50bf8fac-a158-4f85-85f2-a2edf5f61f79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
504,2019-09-24,07:31:03,4,1,"Duplantier, Jon",641541,Right,"Arizona Diamondbacks","Edman, Tommy",669242,Left,"St. Louis Cardinals",,17,Top,2,0,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,92.4053,-3.18124,-1.97121,2338.98,191.546,NULL,5.90427,1.24332,7.10268,-13.0045,18.1705,3.71736,1.92975,-0.235949,84.6122,-5.66945,-1.2563,0.40186,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-2.6463,11.1325,-1.12761,50,5.71107,4.53256,-134.501,-7.81807,-4.84519,29.3079,-11.7913,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,51538ea3-2bc4-40fd-8ce4-e6a79d8eb5c7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
549,2019-09-24,08:03:01,2,1,"Leone, Dominic",608678,Right,"St. Louis Cardinals","Jones, Adam",430945,Right,"Arizona Diamondbacks",,18,Bottom,0,0,0,Undefined,Fastball,InPlay,Undefined,Undefined,Out,0,0,statcast,95.8023,-2.60548,-2.38765,2520.89,198.547,NULL,5.80346,1.78647,6.27268,-13.0461,16.691,5.60839,2.31102,0.0518191,88.2315,-5.05812,-1.32991,0.392483,29.2277,48.8118,-20.5802,2957.41,NULL,NULL,NULL,55.35,NULL,-22.4963,2.09664,-3.67043,9.77515,-1.61298,50,5.60447,5.62761,-139.367,-6.77426,-7.27649,28.9833,-12.7952,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,526026c6-a60f-47d9-b312-0ee8cdb2cf5b,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
578,2019-09-24,08:23:24,2,1,"Brebbia, John",605154,Right,"St. Louis Cardinals","Ahmed, Nick",605113,Right,"Arizona Diamondbacks",,19,Bottom,0,0,0,Undefined,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,82.9221,-1.42286,-2.42163,2530.23,125.329,NULL,5.84783,1.96022,6.48762,-32.3357,7.23973,-10.2605,1.84561,-1.11913,76.4571,-7.51123,-4.36674,0.452777,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.98165,4.38473,-1.78595,50,5.73364,5.38071,-120.696,-3.87173,7.34958,23.4571,-25.7051,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,52e9959d-a158-4cc6-adec-5ca6c3eb9de1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
221,2019-09-24,04:01:39,3,1,"Crichton, Stefan",592233,Right,"Arizona Diamondbacks","Ozuna, Marcell",542303,Right,"St. Louis Cardinals",,8,Top,2,0,0,Undefined,Sinker,InPlay,Undefined,Undefined,Error,0,0,statcast,92.6551,-0.880008,-3.34091,2079.19,248.999,NULL,5.51127,2.74194,5.98414,-24.8503,7.52924,19.6834,2.62341,1.2825,84.7111,-5.54973,0.366724,0.40955,80.4336,5.20361,-39.5686,2121.58,NULL,NULL,NULL,87.06,NULL,-41.139,0.765995,-11.582,4.31964,-2.48924,50,5.42801,7.20797,-134.669,-2.89709,-21.2673,29.2739,-24.2422,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,53271c7d-8a71-4a59-9ae5-25986f02d6bb,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
88,2019-09-24,02:31:54,2,1,"Leake, Mike",502190,Right,"Arizona Diamondbacks","Molina, Yadier",425877,Right,"St. Louis Cardinals",,4,Top,1,0,0,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,79.6384,1.54829,-0.570692,2423.29,104.115,NULL,4.67271,2.71919,4.89057,-43.8096,1.91759,-7.77761,2.48677,1.53125,72.7496,-6.53242,-2.01032,0.486697,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.88733,0.554239,-2.65694,50,4.78843,1.41642,-115.682,1.63917,5.25109,22.2175,-31.4254,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,534f79e2-01fb-4508-b404-6c491b82216d,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
277,2019-09-24,04:40:03,3,1,"Bradley, Archie",605151,Right,"Arizona Diamondbacks","Edman, Tommy",669242,Left,"St. Louis Cardinals",,10,Top,2,0,0,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,87.9691,-4.56873,-2.75296,1373.14,213.041,NULL,6.1208,1.95453,6.76203,-22.0975,12.8157,8.35453,0.0935825,0.134856,81.1375,-8.73303,-1.15968,0.425271,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.38845,8.36199,-1.77807,50,5.81309,5.91665,-127.717,-10.8118,-8.92758,25.5484,-18.3199,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,53515bf5-a646-4a76-8413-884643705071,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
350,2019-09-24,05:35:57,2,2,"Cabrera, Genesis",650893,Left,"St. Louis Cardinals","Jones, Adam",430945,Right,"Arizona Diamondbacks",,12,Bottom,1,0,1,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,85.6126,-3.39842,1.27469,2815.93,3.49425,NULL,6.23355,-0.951331,5.93919,-51.7934,-13.606,-0.828862,-1.23923,0.16212,79.5375,-12.9587,1.11819,0.444766,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.822629,-6.36122,0.850314,50,5.93352,-2.74157,-124.356,-8.9808,1.28123,26.1958,-42.0815,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,536016d5-e464-4628-81dc-652e2e25e0dc,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173,2019-09-24,03:27:52,2,3,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Almonte, Abraham",501659,Left,"Arizona Diamondbacks",,6,Bottom,1,0,2,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,95.5859,-1.01715,-2.7698,2340.93,200.464,NULL,5.55963,2.3516,6.60607,-13.6756,16.1114,6.02171,3.4872,0.314565,86.9228,-3.62619,-1.6205,0.392812,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.14695,9.22494,-2.16574,50,5.48466,6.54794,-139.096,-2.88464,-8.08398,32.6524,-14.1911,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,541aaf00-3159-4784-84e8-77f3b740a1dd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94,2019-09-24,02:34:05,3,3,"Leake, Mike",502190,Right,"Arizona Diamondbacks","Carpenter, Matt",572761,Left,"St. Louis Cardinals",,4,Top,2,1,1,Undefined,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,88.6835,-0.434122,-1.44566,2211.18,179.865,NULL,4.93687,2.46756,5.14689,-28.3126,7.69566,-0.0181995,2.16868,1.10485,82.0686,-5.64194,-1.44902,0.431889,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.342391,4.13488,-2.33245,50,4.87469,3.25726,-129.04,-2.02353,-0.584326,23.7979,-25.1175,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,54961986-3ad8-42de-980d-39a6a7eb91ad,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
174,2019-09-24,03:28:30,2,4,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Almonte, Abraham",501659,Left,"Arizona Diamondbacks",,6,Bottom,1,0,2,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,96.3661,-1.12551,-1.27805,2231.57,207.45,NULL,5.73707,2.42299,6.3608,-17.5846,11.8069,6.14604,3.23562,1.75892,88.1952,-4.45396,-0.111931,0.390196,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.72348,6.78612,-2.33355,50,5.64741,2.93336,-140.347,-3.32383,-7.43187,31.5545,-18.6293,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,54a99b03-03a2-4f70-81dc-4f8d3070a064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
131,2019-09-24,02:57:42,3,3,"Leake, Mike",502190,Right,"Arizona Diamondbacks","Flaherty, Jack",656427,Right,"St. Louis Cardinals",,5,Top,2,1,1,Undefined,Cutter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,87.2024,0.569591,-2.77692,2245.31,92.5848,NULL,4.87575,2.39657,5.26275,-37.2776,0.30819,-7.52112,2.30497,-0.840729,79.9294,-6.3293,-4.17239,0.441249,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.18605,0.00224572,-2.13708,50,4.90083,6.40885,-126.664,-0.0531112,5.17033,26.1393,-32.1704,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,54ae4732-7ac2-4f06-b24e-9a75e21f750c,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
226,2019-09-24,04:04:44,4,5,"Crichton, Stefan",592233,Right,"Arizona Diamondbacks","Molina, Yadier",425877,Right,"St. Louis Cardinals",,8,Top,2,2,2,Undefined,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,93.6242,-1.31238,-4.26926,2066.23,239.213,NULL,5.47118,2.70198,5.81081,-22.1078,9.78145,16.4616,2.40503,0.0969431,85.8002,-5.44589,-1.18893,0.406437,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-9.98345,5.60568,-2.36174,50,5.35028,9.57506,-135.913,-3.88913,-18.749,28.6716,-21.6466,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,54e4e2ab-b577-4d4f-a5a0-fd0100a203e8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,2019-09-24,02:19:14,2,7,"Leake, Mike",502190,Right,"Arizona Diamondbacks","Edman, Tommy",669242,Left,"St. Louis Cardinals",,3,Top,1,2,2,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,91.3362,-0.287506,-3.89277,2301.74,208.527,NULL,5.08051,2.6069,5.44082,-21.7101,12.4211,6.76731,3.00154,-0.479334,83.1653,-4.33332,-2.63198,0.420482,75.9553,32.5102,40.7712,2808.84,NULL,NULL,NULL,267.697,NULL,50.7309,3.96253,-4.70084,6.67721,-2.26725,50,5.04028,8.77711,-132.551,-1.44456,-8.34552,28.8959,-20.3198,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,5553c5c9-bcf8-4b7a-8661-afb8e6c73e74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
27,2019-09-24,01:53:44,3,1,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Escobar, Eduardo",500871,Left,"Arizona Diamondbacks",,1,Bottom,2,0,0,Undefined,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,91.9527,-1.75368,-2.90594,2167.61,235.34,NULL,5.83987,2.4458,6.25173,-23.0092,9.36279,13.581,2.3028,0.895721,84.6148,-6.08152,-0.342011,0.409502,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.17502,5.57058,-2.23691,50,5.69817,6.36256,-133.76,-4.82458,-14.8896,27.4146,-22.0281,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,55882cab-8fd7-45b1-bbd4-7b586b132387,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
356,2019-09-24,05:38:04,3,5,"Cabrera, Genesis",650893,Left,"St. Louis Cardinals","Rojas, Josh",668942,Left,"Arizona Diamondbacks",,12,Bottom,2,1,2,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,98.6514,-3.26772,-1.33952,2363.62,174.899,NULL,6.38154,-0.691814,6.4086,-8.28523,19.7258,-1.76274,2.68284,-2.07042,90.4624,-4.83033,-1.67368,0.380922,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.608014,11.7097,0.788302,50,6.14403,3.41302,-143.499,-8.46571,1.27193,32.1938,-7.67801,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,55d959bc-8196-45cf-afeb-f625403273f1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
306,2019-09-24,05:03:57,4,3,"Andriese, Matt",542882,Right,"Arizona Diamondbacks","Carpenter, Matt",572761,Left,"St. Louis Cardinals",,11,Top,1,0,2,Undefined,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,88.392,-1.90464,-3.27545,2230.29,242.673,NULL,5.68035,2.71957,5.73828,-33.7519,1.78222,3.50629,1.09083,-0.041162,82.2658,-8.14083,-2.62311,0.429036,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-2.66581,1.41333,-2.44922,50,5.50089,7.23641,-128.494,-5.40869,-4.51438,23.4081,-29.7807,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,56065d8b-315c-4763-8d1c-3a856511eb67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
303,2019-09-24,05:00:28,3,1,"Andriese, Matt",542882,Right,"Arizona Diamondbacks","Molina, Yadier",425877,Right,"St. Louis Cardinals",,11,Top,1,0,0,Undefined,Changeup,InPlay,Undefined,Undefined,Single,0,0,statcast,85.8715,-0.886862,-3.2561,2103.51,298.335,NULL,5.76118,2.67032,5.74348,-39.3648,-2.15136,3.93208,1.65375,-0.0365635,80.8315,-8.12762,-2.52857,0.439057,96.7262,-9.57384,1.82497,NULL,NULL,NULL,NULL,10.4462,NULL,2.04008,0.0695768,-2.77426,-0.962497,-2.40216,50,5.66293,6.98203,-124.994,-3.22937,-4.49823,19.3111,-33.7347,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,56667893-fa10-42e7-9aa0-ea6e2cf7d8e4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
198,2019-09-24,03:46:48,3,1,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Rojas, Josh",668942,Left,"Arizona Diamondbacks",,7,Bottom,1,0,0,Undefined,Other,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,76.1593,0.501115,-0.485642,2576.79,45.829,NULL,5.84075,2.3292,6.30966,-58.4802,-11.026,-11.3091,1.42899,0.939451,70.2423,-10.4995,-2.63634,0.495802,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.05744,-6.19731,-2.28824,50,5.84929,1.22867,-110.894,-0.522914,7.48805,21.182,-39.835,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,569cc0ed-2b6a-47a6-97af-b2cd4a57c8ec,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
224,2019-09-24,04:03:36,4,3,"Crichton, Stefan",592233,Right,"Arizona Diamondbacks","Molina, Yadier",425877,Right,"St. Louis Cardinals",,8,Top,2,1,1,Undefined,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,93.6695,-1.09153,-3.74014,2087.49,238.339,NULL,5.48839,2.76771,5.95083,-21.9355,9.71504,15.7969,2.64593,0.610812,85.8443,-5.20533,-0.773943,0.404914,47.7709,-17.3813,-3.19846,NULL,NULL,NULL,NULL,9.45922,NULL,-6.07693,0.114319,-9.53297,5.53901,-2.47924,50,5.38916,8.36228,-136.103,-3.3414,-17.9454,28.8706,-21.7471,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,56a386b0-2f67-46cb-9a49-adb90a2e84c4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
65,2019-09-24,02:17:40,2,3,"Leake, Mike",502190,Right,"Arizona Diamondbacks","Edman, Tommy",669242,Left,"St. Louis Cardinals",,3,Top,1,1,1,Undefined,Other,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,79.384,0.000521012,-2.64056,2713.56,95.4759,NULL,5.1918,2.62136,5.20057,-44.2904,1.43905,-15.409,1.50142,-1.14775,72.7367,-8.17283,-5.50173,0.486709,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.32935,0.758575,-2.3656,50,5.1592,5.8116,-115.253,-1.42527,9.78055,23.0026,-31.1618,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,56adfee3-f8ef-40a6-a996-5b19ff090606,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,2019-09-24,01:58:12,2,1,"Leake, Mike",502190,Right,"Arizona Diamondbacks","Carpenter, Matt",572761,Left,"St. Louis Cardinals",,2,Top,1,0,0,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,86.8307,0.453763,-1.49479,2031.84,260.735,NULL,4.79872,2.69778,5.21683,-35.7482,2.1005,13.0692,2.24646,2.38124,79.5627,-6.16741,0.934542,0.442789,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.29201,0.980449,-2.56956,50,4.81419,2.83124,-126.24,-0.266283,-11.7759,25.5272,-30.5907,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,56d507df-cc7d-4982-8f36-c794ae234053,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
484,2019-09-24,07:14:41,2,2,"Ponce de Leon, Daniel",594965,Right,"St. Louis Cardinals","Jones, Adam",430945,Right,"Arizona Diamondbacks",,16,Bottom,0,0,1,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,94.0302,-1.66046,-1.01381,2288.8,214.766,NULL,6.62347,1.34936,6.03548,-13.7998,17.3691,12.0746,3.93547,1.41683,86.3079,-4.25089,1.25957,0.401821,48.3804,57.4191,-140.701,4198.35,NULL,NULL,NULL,114.589,NULL,-139.138,3.29854,-6.80736,9.84596,-1.27693,50,6.48651,2.01735,-136.891,-4.43189,-12.976,28.9315,-13.406,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,56f15a87-3788-4b1f-872c-64db25d04108,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
365,2019-09-24,05:44:13,1,3,"Clarke, Taylor",664199,Right,"Arizona Diamondbacks","Edman, Tommy",669242,Left,"St. Louis Cardinals",,13,Top,0,1,1,Undefined,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,78.5097,0.804555,-0.239918,2520.45,13.1094,NULL,6.53406,1.4688,5.27255,-60.172,-14.1323,-3.28217,2.27539,0.969956,72.9288,-10.2633,-0.849698,0.488358,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.66574,-7.66239,-1.44452,50,6.56377,0.582806,-114.211,-0.312992,2.20883,20.2636,-42.3347,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,57c4ea5e-68c0-4e27-8c51-a937373b44dc,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120,2019-09-24,02:52:58,2,1,"Leake, Mike",502190,Right,"Arizona Diamondbacks","Bader, Harrison",664056,Right,"St. Louis Cardinals",,5,Top,1,0,0,Undefined,Other,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,78.8532,0.447555,-1.51246,2480.36,75.2329,NULL,5.10827,2.61652,4.89848,-51.3658,-4.60887,-17.3366,1.2512,-0.258866,72.4414,-8.97658,-4.71835,0.492147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.59211,-2.53581,-2.45448,50,5.11016,3.60443,-114.518,-0.825841,11.3385,22.3858,-35.5204,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,57ed6a27-5773-4e8b-8eb2-d7ae7b349210,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
168,2019-09-24,03:26:00,1,2,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Flores, Wilmer",527038,Right,"Arizona Diamondbacks",,6,Bottom,0,0,1,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,95.8139,-2.967,-4.41378,2484.81,196.382,NULL,5.76263,2.22939,6.66878,-12.4822,17.0385,5.01621,1.9977,-1.39835,87.9131,-5.33185,-3.46243,0.391052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.96218,10.2395,-1.93573,50,5.55833,10.5863,-139.095,-7.6044,-7.79137,30.1123,-12.0387,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,5817e949-4669-40dc-98df-8696102c383b,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
311,2019-09-24,05:08:28,5,5,"Andriese, Matt",542882,Right,"Arizona Diamondbacks","DeJong, Paul",657557,Right,"St. Louis Cardinals",,11,Top,2,1,2,Undefined,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,94.2288,-1.43257,-3.67537,2389.23,199.529,NULL,5.82194,2.23126,5.67882,-15.5407,16.3091,5.79398,3.18858,-0.716375,85.6157,-4.34399,-2.58965,0.406186,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.17793,9.15793,-1.92517,50,5.69145,8.57993,-136.769,-3.97858,-7.8762,31.4972,-14.9096,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,58e2d352-811d-4a24-887c-a826b58e36aa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
432,2019-09-24,06:37:42,1,2,"Duplantier, Jon",641541,Right,"Arizona Diamondbacks","Edman, Tommy",669242,Left,"St. Louis Cardinals",,15,Top,0,0,1,Undefined,Other,InPlay,Undefined,Undefined,Single,0,0,statcast,77.3777,0.502774,0.325286,2507.07,40.3657,NULL,6.0157,0.954299,6.25068,-59.5807,-13.5372,-11.4744,1.51427,0.298047,71.4208,-10.6896,-1.85489,0.488378,96.8058,8.7718,10.029,960.011,NULL,NULL,NULL,142.301,NULL,11.0834,1.13554,6.3753,-7.5567,-0.972762,50,6.02359,-0.338323,-112.665,-0.575915,8.1413,21.7095,-41.824,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,58f4b614-5482-4f93-9fc3-f8d8540e9115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
72,2019-09-24,02:20:39,2,10,"Leake, Mike",502190,Right,"Arizona Diamondbacks","Edman, Tommy",669242,Left,"St. Louis Cardinals",,3,Top,1,2,2,Undefined,Cutter,InPlay,Undefined,Undefined,Out,0,0,statcast,88.8715,-0.809658,-2.26073,2299.78,160.545,NULL,5.01878,2.45819,5.29625,-28.2983,7.52528,-2.66879,1.89986,0.112404,82.0179,-6.03084,-2.75489,0.430781,59.7261,48.5608,-23.0331,5536.47,NULL,NULL,NULL,164.977,NULL,-34.4166,4.00538,0.828717,4.17213,-2.25083,50,4.92473,5.19785,-129.23,-2.84719,1.41253,24.935,-25.0628,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,5918e4fc-a9c6-4382-b7f3-172a1cb4d235,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
434,2019-09-24,06:39:19,2,2,"Duplantier, Jon",641541,Right,"Arizona Diamondbacks","Goldschmidt, Paul",502671,Right,"St. Louis Cardinals",,15,Top,0,1,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,91.0877,-2.85694,-1.68011,2188.19,199.292,NULL,5.89409,1.19649,7.08415,-14.4423,17.7681,6.22884,2.09446,0.190322,83.058,-5.62726,-0.479404,0.408479,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.00464,10.8571,-1.09835,50,5.71879,3.72985,-132.608,-6.99111,-7.09389,29.7318,-12.9416,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,5a71a271-a86a-4981-b803-19e14cbe6b0d,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
