pitchid,date,time,pa_number,pa_pitch_number,pitcher,pitcherid,throws,field_team,batter,batterid,batside,bat_team,pitcher_set,inning,inning_half,outs,balls,strikes,pitch_type_tagged,pitch_type_auto,pitch_call,k_or_bb,hit_type,play_result,outs_on_play,runs_scored,notes,rel_speed,vert_rel_angle,horz_rel_angle,spin_rate,spin_axis,tilt,rel_height,rel_side,extension,vert_break,induced_vert_break,horz_break,plate_loc_z,plate_loc_x,zone_speed,vert_appr_angle,horz_appr_angle,zone_time,exit_speed,angle,direction,hit_spin_rate,pos_at_100_x,pos_at_100_y,pos_at_100_z,distance,last_tracked_distance,bearing,hang_time,pfx_x,pfx_z,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,home_team,away_team,stadium,levelid,leagueid,trackman_gameid,pitch_uid,effective_velo,max_height,measured_duration,speed_drop,pitch_last_measured_x,pitch_last_measured_y,pitch_last_measured_z,contact_position_x,contact_position_y,contact_position_z
150,2019-09-24,03:10:53,3,4,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Dyson, Jarrod",502481,Left,"Arizona Diamondbacks",,5,Bottom,2,2,1,Undefined,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,85.6319,-1.25932,-2.84238,2457.44,78.4876,NULL,5.57442,2.62437,6.56927,-37.8701,-0.941708,-4.47231,1.26275,-0.35563,79.2326,-8.39003,-3.69072,0.437373,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.70152,-0.179339,-2.42728,50,5.4716,6.31087,-124.641,-3.78066,2.68383,24.4252,-32.4569,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,d759589e-8621-4fa3-b3b5-1798daf87bf2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,2019-09-24,01:41:55,2,1,"Leake, Mike",502190,Right,"Arizona Diamondbacks","Edman, Tommy",669242,Left,"St. Louis Cardinals",,1,Top,0,0,0,Undefined,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,86.2318,0.44348,-3.92024,1991.66,239.792,NULL,4.87638,3.10969,5.50851,-32.7586,4.82314,8.33815,2.56216,0.133154,80.001,-5.60934,-2.37828,0.441225,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.33152,2.45226,-2.77325,50,4.89302,8.3045,-125.319,-0.14096,-8.61403,21.5338,-28.212,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,d75a18d7-9cac-4319-9c1e-0ba5b97e029a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
280,2019-09-24,04:40:56,3,4,"Bradley, Archie",605151,Right,"Arizona Diamondbacks","Edman, Tommy",669242,Left,"St. Louis Cardinals",,10,Top,2,1,2,Undefined,Other,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,81.0827,-1.93085,-1.82577,1970.47,37.8599,NULL,6.02762,2.08353,6.71307,-49.8538,-9.063,-7.01873,0.106704,-0.170742,75.9372,-11.2638,-3.16007,0.459677,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.41946,-4.52605,-1.95998,50,5.8798,3.94212,-118.117,-5.24116,4.86132,21.1675,-38.6086,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,d7757706-75ea-48bc-9ee5-210a6935aee0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
572,2019-09-24,08:18:20,4,5,"Ginkel, Kevin",656464,Right,"Arizona Diamondbacks","Fowler, Dexter",451594,Left,"St. Louis Cardinals",,19,Top,2,2,2,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,85.529,-3.15129,-3.43954,2123.44,0.952539,NULL,6.63404,2.34982,6.05048,-39.3847,-1.85171,-0.0302669,0.426946,-0.840169,80.2251,-10.4087,-3.4452,0.440939,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.801012,-0.250892,-2.08237,50,6.36712,7.46924,-124.257,-8.05867,-1.27023,21.5657,-32.5719,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,d98cc3ad-ba67-4bc1-8855-aaa7f396b6f8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
204,2019-09-24,03:50:14,4,2,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Avila, Alex",488671,Left,"Arizona Diamondbacks",,7,Bottom,2,1,0,Undefined,Other,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,78.1141,0.405443,-0.211464,2527.18,40.8324,NULL,5.71558,2.47877,6.32646,-57.1847,-12.1815,-10.4944,1.32352,1.40953,72.1139,-10.3508,-2.2067,0.482829,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.69475,-6.80155,-2.45835,50,5.71779,0.69415,-113.762,-0.689565,7.42173,21.9436,-41.0382,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,d9abe11f-68e3-4887-a140-4ae59e7fcf87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
423,2019-09-24,06:30:20,2,6,"Ponce de Leon, Daniel",594965,Right,"St. Louis Cardinals","Jones, Adam",430945,Right,"Arizona Diamondbacks",,14,Bottom,1,3,2,Undefined,Fastball,InPlay,Undefined,Undefined,Out,0,0,statcast,94.9258,-2.66033,-2.73087,2455.66,211.802,NULL,6.55487,1.39554,5.66469,-12.7109,18.5182,11.4987,3.01071,-0.194235,86.7321,-5.03372,-0.578361,0.402209,83.8394,39.0062,19.4765,5282.19,NULL,NULL,NULL,279.829,NULL,35.2193,4.85328,-6.90116,10.6367,-1.17214,50,6.32195,6.16164,-137.856,-6.87032,-13.2942,30.3487,-11.6838,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,da5324b3-b5e1-42d4-804a-aa100a0a2b9d,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
102,2019-09-24,02:39:48,2,6,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Leyba, Domingo",642736,Left,"Arizona Diamondbacks",,4,Bottom,1,3,2,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,95.2851,-2.03548,-3.67376,2335.8,199.325,NULL,5.55467,2.43467,6.71429,-16.2789,13.5773,4.76998,2.33302,-0.530303,87.0075,-5.13441,-2.7643,0.393268,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.69831,8.12854,-2.19351,50,5.41333,8.75364,-138.516,-5.41106,-7.16892,31.5951,-16.4174,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,dad4424c-c3a1-4eea-83e8-9d28a79956f1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
76,2019-09-24,02:22:25,3,4,"Leake, Mike",502190,Right,"Arizona Diamondbacks","Goldschmidt, Paul",502671,Right,"St. Louis Cardinals",,3,Top,2,2,1,Undefined,Other,InPlay,Undefined,Undefined,Out,0,0,statcast,82.0294,0.628454,-2.63522,2624.83,80.8363,NULL,4.62853,2.80189,5.06823,-44.8988,-2.02071,-12.3048,1.48009,-0.709596,75.2922,-7.63961,-4.91137,0.471291,86.4237,30.3199,24.1095,4965.68,NULL,NULL,NULL,291.423,NULL,39.5367,4.30279,5.69077,-1.24037,-2.54237,50,4.65346,5.90101,-119.103,-0.221754,8.14619,23.6137,-33.9496,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,db105c41-f6bd-4945-8582-3de3cdf28a80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
393,2019-09-24,06:07:50,4,1,"Fernandez, Junior",658551,Right,"St. Louis Cardinals","Walker, Christian",572233,Right,"Arizona Diamondbacks",,13,Bottom,0,0,0,Undefined,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,86.9138,-0.904422,-2.38041,2173.04,213.539,NULL,5.65503,2.07123,6.14576,-30.2435,5.69675,3.79603,2.29832,0.186955,81.0362,-6.54481,-1.66951,0.431481,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-2.60115,3.29438,-1.89222,50,5.57031,5.1465,-126.607,-2.92882,-4.29608,21.5984,-26.733,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,db260845-3db5-4550-b0f2-7641c30c7341,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,2019-09-24,02:18:27,2,5,"Leake, Mike",502190,Right,"Arizona Diamondbacks","Edman, Tommy",669242,Left,"St. Louis Cardinals",,3,Top,1,1,2,Undefined,Other,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,80.6581,-0.539743,-1.43486,2839.09,73.4448,NULL,5.20644,2.40754,4.80967,-49.6503,-4.62441,-15.4304,0.557465,-0.237794,73.8622,-9.63847,-4.29186,0.48295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.58656,-2.23968,-2.25211,50,5.11133,3.46585,-117.079,-2.81902,10.4165,24.3371,-35.2492,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,db504eb7-29cd-499f-b89f-bb7b0c687fc4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
481,2019-09-24,07:11:07,1,4,"Ponce de Leon, Daniel",594965,Right,"St. Louis Cardinals","Vargas, Ildemaro",545121,Left,"Arizona Diamondbacks",,16,Bottom,0,1,2,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,93.4064,-2.79854,-2.09688,2288.12,214.947,NULL,6.64083,1.63203,5.59514,-14.6135,17.5271,12.267,2.80664,0.695876,85.9202,-5.51211,0.190946,0.408036,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.07432,10.0576,-1.4604,50,6.39142,4.528,-135.743,-7.16659,-13.2945,27.7136,-13.2731,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,dbe80887-d0b0-4cda-b5ce-0ddc30afcf9f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
425,2019-09-24,06:31:18,3,2,"Ponce de Leon, Daniel",594965,Right,"St. Louis Cardinals","Rojas, Josh",668942,Left,"Arizona Diamondbacks",,14,Bottom,2,1,0,Undefined,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,94.5104,-2.70334,-2.3438,2553.03,212.259,NULL,6.61913,1.67275,5.44644,-12.117,19.6767,12.4363,3.07468,0.513762,86.2237,-4.95825,-0.0224204,0.405828,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.25542,11.2,-1.47438,50,6.37207,5.15516,-137.228,-6.9347,-13.8314,30.449,-10.823,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,dbebd214-7a03-49ed-83f8-b21e39948f68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
267,2019-09-24,04:36:04,1,3,"Bradley, Archie",605151,Right,"Arizona Diamondbacks","Martinez, Jose",500874,Right,"St. Louis Cardinals",,10,Top,0,1,1,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,94.6634,-3.40008,-4.18112,2266.16,194.147,NULL,6.16948,2.16532,6.08768,-13.6198,17.4204,4.39731,1.87749,-1.34244,86.59,-5.95358,-3.35426,0.40099,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.54669,10.4048,-1.8451,50,5.89939,9.88809,-137.258,-8.62878,-6.76918,30.2479,-12.3154,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,dc286b1c-c262-4727-ab58-44ebb45ddee5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
486,2019-09-24,07:16:41,3,1,"Ponce de Leon, Daniel",594965,Right,"St. Louis Cardinals","Rojas, Josh",668942,Left,"Arizona Diamondbacks",,16,Bottom,1,0,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,94.3073,-0.51415,-1.9151,2330.45,225.239,NULL,6.52415,1.68563,5.77106,-16.923,14.4987,14.6465,4.63522,1.12355,86.1302,-3.68672,0.834406,0.403447,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.39362,7.92694,-1.53635,50,6.47148,4.07253,-137.197,-1.8269,-16.007,30.2024,-17.057,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,dd72605c-d06b-487c-be84-95d149cb3ed6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
523,2019-09-24,07:44:30,3,2,"Leone, Dominic",608678,Right,"St. Louis Cardinals","Duplantier, Jon",641541,Left,"Arizona Diamondbacks",,17,Bottom,1,0,1,Undefined,Cutter,Undefined,Undefined,Undefined,Undefined,0,0,statcast,89.6808,-2.03883,-1.24929,2564.8,151.888,NULL,5.72174,2.17295,6.40546,-27.4973,6.27277,-3.36607,1.55456,0.743663,82.8438,-7.20888,-1.8867,0.418251,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.51863,3.97859,-2.08209,50,5.56314,2.94831,-130.6,-5.46916,2.63664,26.1539,-25.2664,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,ddc1a42d-6bff-4c5c-9f84-1da590e70c1c,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
478,2019-09-24,07:10:06,1,1,"Ponce de Leon, Daniel",594965,Right,"St. Louis Cardinals","Vargas, Ildemaro",545121,Left,"Arizona Diamondbacks",,16,Bottom,0,0,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,92.6565,-2.43578,-2.69093,2352.62,221.491,NULL,6.58614,1.70709,5.81192,-17.4031,15.2981,13.5543,2.86732,0.332848,84.4446,-5.69745,-0.141125,0.411579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.06864,8.9345,-1.49478,50,6.37619,5.86251,-134.58,-6.32524,-14.75,30.0886,-15.8412,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,de640225-0dc1-4a60-96c6-efd91fc6e1b3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,2019-09-24,02:00:22,3,3,"Leake, Mike",502190,Right,"Arizona Diamondbacks","DeJong, Paul",657557,Right,"St. Louis Cardinals",,2,Top,1,1,1,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,79.1895,1.14361,-0.409235,2389.89,94.6615,NULL,4.77573,2.43271,4.59396,-46.2767,0.659455,-8.56773,2.00712,1.32953,72.1555,-7.35501,-1.99028,0.493089,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.29895,-0.00179711,-2.38285,50,4.85219,1.1213,-114.955,0.673266,5.71047,22.7638,-32.1764,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,df945784-70ae-4351-bde5-4a2303611aa1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
455,2019-09-24,06:53:48,5,1,"Ponce de Leon, Daniel",594965,Right,"St. Louis Cardinals","Walker, Christian",572233,Right,"Arizona Diamondbacks",,15,Bottom,2,0,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,95.0699,-2.26492,-2.70622,2486.45,211.002,NULL,6.61091,1.26829,5.61809,-12.7913,18.3713,11.0552,3.42801,-0.337614,86.8622,-4.65248,-0.638789,0.40178,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-6.64449,10.43,-1.04461,50,6.40942,6.12584,-138.102,-5.93321,-12.8495,30.3682,-12.004,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,e058659e-7995-4e6c-a83a-93711e62b71f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
236,2019-09-24,04:12:27,3,2,"Gallegos, Giovanny",606149,Right,"St. Louis Cardinals","Cron, Kevin",605196,Right,"Arizona Diamondbacks",,8,Bottom,2,1,0,Undefined,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,86.5039,-1.49934,-2.81108,2372.97,349.087,NULL,6.44968,2.5142,5.61735,-43.4695,-5.51707,1.05766,1.42609,-0.0229479,79.2472,-9.57827,-2.61257,0.443395,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.41803,-2.49796,-2.27512,50,6.29412,6.13312,-125.613,-4.71819,-2.24619,27.4848,-36.1309,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,e1166d37-cc8b-4c21-876f-874c28e34ea8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
447,2019-09-24,06:48:15,2,1,"Ponce de Leon, Daniel",594965,Right,"St. Louis Cardinals","Ahmed, Nick",605113,Right,"Arizona Diamondbacks",,15,Bottom,0,0,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,93.0438,-3.40638,-2.79202,2415.24,218.543,NULL,6.59156,1.5461,5.47035,-16.2652,16.4623,13.1365,2.04114,0.026178,85.3256,-6.42075,-0.344306,0.411745,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.72119,9.65267,-1.3097,50,6.28081,6.10482,-135.007,-8.6389,-14.3006,28.4265,-14.2961,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,e1710219-48de-4b17-9947-135e2405e180,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
347,2019-09-24,05:34:51,1,3,"Cabrera, Genesis",650893,Left,"St. Louis Cardinals","Escobar, Eduardo",500871,Right,"Arizona Diamondbacks",,12,Bottom,0,1,1,Undefined,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,83.9213,-1.55213,0.699058,2706.23,335.714,NULL,6.24227,-1.1367,5.12694,-51.6258,-10.9355,4.91899,0.477983,-0.068434,77.8351,-10.9971,1.61203,0.45911,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-2.38727,-5.30762,1.0674,50,6.0574,-1.65891,-121.978,-5.09583,-3.59679,23.9871,-40.1708,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,e1e37574-8ff0-4c8f-ac1b-bc0b923f147a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
187,2019-09-24,03:36:29,2,4,"Lopez, Yoan",661255,Right,"Arizona Diamondbacks","Bader, Harrison",664056,Right,"St. Louis Cardinals",,7,Top,1,1,2,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,95.7692,-2.09042,-2.65911,2188.81,195.78,NULL,6.06661,1.95062,6.71266,-15.3909,13.882,3.9298,2.8704,-0.154178,88.1761,-5.00925,-1.91187,0.389408,78.6636,41.1388,118.547,5494.98,NULL,NULL,NULL,240.13,NULL,134.336,3.97032,-2.86989,8.24403,-1.77631,50,5.92202,6.35817,-139.42,-5.55266,-5.68578,29.4231,-15.8411,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,e1ec8e49-faa0-4a6b-80aa-98aa75d5987f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191,2019-09-24,03:39:30,4,2,"Lopez, Yoan",661255,Right,"Arizona Diamondbacks","Fowler, Dexter",451594,Left,"St. Louis Cardinals",,7,Top,2,1,0,Undefined,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,88.1126,-1.18262,-2.65321,2406.73,63.4447,NULL,6.06982,2.17347,6.44659,-36.9195,-2.04662,-4.03679,1.90541,-0.60214,81.8402,-8.10774,-3.41565,0.425026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.53924,-0.821756,-1.98378,50,5.96915,6.06241,-128.292,-3.72422,2.58563,24.5735,-33.5544,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,e20bb579-a20e-4e36-a7c1-0964f9f69756,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121,2019-09-24,02:53:19,2,2,"Leake, Mike",502190,Right,"Arizona Diamondbacks","Bader, Harrison",664056,Right,"St. Louis Cardinals",,5,Top,1,1,0,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,89.1815,0.433531,-2.30479,2152.56,256.085,NULL,5.11307,2.45021,5.3381,-32.6114,2.8905,11.7864,2.80246,1.26928,82.1856,-5.60154,-0.118233,0.428842,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-6.8053,1.4149,-2.25085,50,5.12894,4.79657,-129.698,-0.189591,-11.6883,25.0139,-29.7439,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,e2209a1d-c2a7-4f5f-8a6f-0d9638d01474,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
442,2019-09-24,06:43:46,3,6,"Duplantier, Jon",641541,Right,"Arizona Diamondbacks","Ozuna, Marcell",542303,Right,"St. Louis Cardinals",,15,Top,1,2,2,Undefined,Fastball,InPlay,Undefined,Undefined,Out,0,0,statcast,92.5937,-3.52281,-0.932694,2281.52,199.026,NULL,6.01189,0.974479,6.98576,-15.6046,15.3753,5.31084,1.50383,0.568899,85.4798,-6.48599,0.0835129,0.400601,105.859,1.60526,-18.484,1414.19,NULL,NULL,NULL,61.1633,NULL,-19.4088,0.393152,-3.21599,9.52367,-0.919131,50,5.79004,2.05145,-134.818,-8.72214,-5.96102,27.3632,-14.5214,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,e2a09518-1f93-41cf-b53b-e282b5d1cb12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
353,2019-09-24,05:37:09,3,2,"Cabrera, Genesis",650893,Left,"St. Louis Cardinals","Rojas, Josh",668942,Left,"Arizona Diamondbacks",,12,Bottom,2,0,1,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,96.9449,-1.10139,0.792286,2370.55,167.864,NULL,6.34357,-0.929143,5.94623,-9.87013,19.7888,-4.26073,4.49938,-0.549377,88.0618,-2.96325,-0.0124262,0.391967,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.53679,11.0285,0.86856,50,6.25047,-1.80215,-141.066,-3.05662,5.08638,33.5778,-10.0615,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,e2bd78c0-850b-42df-8bc2-f76e29630712,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
151,2019-09-24,03:11:13,3,5,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Dyson, Jarrod",502481,Left,"Arizona Diamondbacks",,5,Bottom,2,2,2,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,87.1874,-3.3564,-3.6129,2490.01,102.22,NULL,5.59749,2.50198,6.56197,-34.9369,0.88642,-4.23088,-0.400297,-1.16683,80.8293,-9.88892,-4.41439,0.430779,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.34897,1.40907,-2.2515,50,5.35099,8.11225,-126.613,-8.41321,2.19346,25.4419,-29.8829,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,e2f4e9a3-bbef-41c0-b9c0-ca997a1ffeca,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
546,2019-09-24,08:01:15,1,3,"Leone, Dominic",608678,Right,"St. Louis Cardinals","Escobar, Eduardo",500871,Left,"Arizona Diamondbacks",,18,Bottom,0,0,2,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,85.4178,-2.08993,-1.90517,2635.75,64.9334,NULL,5.70843,1.92604,6.05044,-40.2477,-2.43653,-5.14192,0.418087,-0.266527,79.2924,-9.57214,-2.87216,0.44257,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.27919,-0.763674,-1.77525,50,5.52416,4.2899,-124.273,-5.75954,3.57903,23.9389,-33.3733,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,e304f017-5d77-4fd7-962b-5817533ce467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
154,2019-09-24,03:14:44,1,2,"Leake, Mike",502190,Right,"Arizona Diamondbacks","Goldschmidt, Paul",502671,Right,"St. Louis Cardinals",,6,Top,0,0,1,Undefined,Cutter,InPlay,Undefined,Undefined,Single,0,0,statcast,85.8957,0.745826,-2.66877,2270.78,160.983,NULL,4.92172,2.45046,5.15095,-32.274,6.32734,-2.19188,2.93506,-0.24612,79.11,-5.20466,-3.07342,0.44717,101.697,13.9518,9.04052,1329.77,NULL,NULL,NULL,219.555,NULL,13.7717,1.81557,0.463982,3.12561,-2.19946,50,4.96693,5.89687,-124.836,0.478799,0.737664,23.3684,-27.2048,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,e36f69a8-ee14-4b49-8433-d0dcb8f191e0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
239,2019-09-24,04:13:41,3,5,"Gallegos, Giovanny",606149,Right,"St. Louis Cardinals","Cron, Kevin",605196,Right,"Arizona Diamondbacks",,8,Bottom,2,2,2,Undefined,Slider,InPlay,Undefined,Undefined,Out,0,0,statcast,87.5601,-2.54492,-3.93999,2323.07,302.323,NULL,6.44293,2.4144,5.54797,-38.1748,-0.967639,1.48025,0.876595,-1.14946,80.3064,-9.60652,-3.66339,0.439021,72.5304,0.822393,-12.3849,NULL,NULL,NULL,NULL,28.957,NULL,-9.88464,0.271159,-1.96098,0.24123,-2.0743,50,6.19739,8.69187,-126.921,-6.93711,-3.17792,27.5561,-31.7831,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,e4469546-70b3-49f4-be34-a0cbf8dc54b4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
562,2019-09-24,08:11:59,2,3,"Ginkel, Kevin",656464,Right,"Arizona Diamondbacks","Bader, Harrison",664056,Right,"St. Louis Cardinals",,19,Top,1,1,1,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,94.1146,-3.53695,-3.93144,2116.01,210.312,NULL,6.50572,2.61522,6.46379,-15.69,15.0887,8.83648,1.93814,-0.264658,86.6085,-6.49214,-2.26075,0.399297,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.88449,9.22098,-2.34184,50,6.24854,9.11647,-136.611,-8.94696,-11.1879,28.3863,-14.6426,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,e4551d88-b964-4d3f-ba28-a55030056a3a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
79,2019-09-24,02:25:54,2,2,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Dyson, Jarrod",502481,Left,"Arizona Diamondbacks",,3,Bottom,1,0,1,Undefined,Other,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,78.8194,-0.277379,-0.482967,2588.94,27.7468,NULL,5.94295,2.38411,5.95525,-62.0123,-16.8337,-8.83561,0.51805,1.19996,72.5398,-11.8613,-2.15823,0.483769,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.63866,-9.04159,-2.34089,50,5.88654,1.21488,-114.654,-2.29847,6.09104,23.8752,-44.0466,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,e476220a-8c06-4bff-9207-5d8ef5db262e,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
